study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	read_count	experiment_title	experiment_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
PRJNA904727	SAMN31851667	SRX18362859	SRR22392923	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753814	SINGLE	17751303	NextSeq 2000 sequencing: GSM6753814: II_G1_S361 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753814_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/023/SRR22392923/SRR22392923.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/023/SRR22392923	II_G1_S361	
PRJNA904727	SAMN31851668	SRX18362858	SRR22392924	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753813	SINGLE	11365294	NextSeq 2000 sequencing: GSM6753813: II_F3_S351 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753813_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/024/SRR22392924/SRR22392924.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/024/SRR22392924	II_F3_S351	
PRJNA904727	SAMN31851695	SRX18363021	SRR22392935	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753786	SINGLE	14694421	NextSeq 2000 sequencing: GSM6753786: I_E6_S246 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753786_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/035/SRR22392935/SRR22392935.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/035/SRR22392935	I_E6_S246	
PRJNA904727	SAMN31851789	SRX18362929	SRR22392853	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753692	SINGLE	9803531	NextSeq 2000 sequencing: GSM6753692: I_F2_S254 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753692_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/053/SRR22392853/SRR22392853.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/053/SRR22392853	I_F2_S254	
PRJNA904727	SAMN31851696	SRX18363020	SRR22392936	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753785	SINGLE	20845317	NextSeq 2000 sequencing: GSM6753785: I_E5_S245 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753785_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/036/SRR22392936/SRR22392936.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/036/SRR22392936	I_E5_S245	
PRJNA904727	SAMN31851699	SRX18363017	SRR22392939	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753782	SINGLE	16595967	NextSeq 2000 sequencing: GSM6753782: I_D5_S233 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753782_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/039/SRR22392939/SRR22392939.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/039/SRR22392939	I_D5_S233	
PRJNA904727	SAMN31851793	SRX18362925	SRR22392857	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753688	SINGLE	18845633	NextSeq 2000 sequencing: GSM6753688: I_E1_S241 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753688_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/057/SRR22392857/SRR22392857.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/057/SRR22392857	I_E1_S241	
PRJNA904727	SAMN31851965	SRX18363015	SRR22392941	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753516	SINGLE	9544065	NextSeq 2000 sequencing: GSM6753516: II_C6_S318 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753516_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/041/SRR22392941/SRR22392941.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/041/SRR22392941	II_C6_S318	
PRJNA904727	SAMN31851966	SRX18363014	SRR22392942	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753515	SINGLE	7027353	NextSeq 2000 sequencing: GSM6753515: II_C5_S317 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753515_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/042/SRR22392942/SRR22392942.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/042/SRR22392942	II_C5_S317	
PRJNA904727	SAMN31851795	SRX18362923	SRR22392859	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753686	SINGLE	13945712	NextSeq 2000 sequencing: GSM6753686: I_D2_S230 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753686_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/059/SRR22392859/SRR22392859.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/059/SRR22392859	I_D2_S230	
PRJNA904727	SAMN31851967	SRX18363013	SRR22392943	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753514	SINGLE	11202323	NextSeq 2000 sequencing: GSM6753514: II_C4_S316 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753514_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/043/SRR22392943/SRR22392943.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/043/SRR22392943	II_C4_S316	
PRJNA904727	SAMN31851806	SRX18362920	SRR22392862	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753675	SINGLE	17128950	NextSeq 2000 sequencing: GSM6753675: IV_H3_S183 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753675_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/062/SRR22392862/SRR22392862.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/062/SRR22392862	IV_H3_S183	
PRJNA904727	SAMN31851968	SRX18363012	SRR22392944	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753513	SINGLE	9721518	NextSeq 2000 sequencing: GSM6753513: II_B6_S306 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753513_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/044/SRR22392944/SRR22392944.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/044/SRR22392944	II_B6_S306	
PRJNA904727	SAMN31851807	SRX18362919	SRR22392863	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753674	SINGLE	12834038	NextSeq 2000 sequencing: GSM6753674: IV_H2_S182 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753674_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/063/SRR22392863/SRR22392863.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/063/SRR22392863	IV_H2_S182	
PRJNA904727	SAMN31851989	SRX18363007	SRR22392949	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753492	SINGLE	7232666	NextSeq 2000 sequencing: GSM6753492: I_C9_S225 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753492_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/049/SRR22392949/SRR22392949.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/049/SRR22392949	I_C9_S225	
PRJNA904727	SAMN31851808	SRX18362918	SRR22392864	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753673	SINGLE	10361499	NextSeq 2000 sequencing: GSM6753673: IV_H1_S181 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753673_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/064/SRR22392864/SRR22392864.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/064/SRR22392864	IV_H1_S181	
PRJNA904727	SAMN31851990	SRX18363006	SRR22392950	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753491	SINGLE	8218321	NextSeq 2000 sequencing: GSM6753491: I_C8_S224 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753491_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/050/SRR22392950/SRR22392950.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/050/SRR22392950	I_C8_S224	
PRJNA904727	SAMN31851809	SRX18362917	SRR22392865	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753672	SINGLE	10538147	NextSeq 2000 sequencing: GSM6753672: IV_G3_S171 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753672_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/065/SRR22392865/SRR22392865.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/065/SRR22392865	IV_G3_S171	
PRJNA904727	SAMN31851994	SRX18363002	SRR22392954	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753487	SINGLE	7275122	NextSeq 2000 sequencing: GSM6753487: I_B7_S211 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753487_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/054/SRR22392954/SRR22392954.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/054/SRR22392954	I_B7_S211	
PRJNA904727	SAMN31851810	SRX18362916	SRR22392866	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753671	SINGLE	8639394	NextSeq 2000 sequencing: GSM6753671: IV_G2_S170 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753671_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/066/SRR22392866/SRR22392866.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/066/SRR22392866	IV_G2_S170	
PRJNA904727	SAMN31851617	SRX18362996	SRR22392960	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753864	SINGLE	23589675	NextSeq 2000 sequencing: GSM6753864: IV_G9_S177 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753864_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/060/SRR22392960/SRR22392960.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/060/SRR22392960	IV_G9_S177	
PRJNA904727	SAMN31851891	SRX18362907	SRR22392875	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753590	SINGLE	10104937	NextSeq 2000 sequencing: GSM6753590: I_D11_S239 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753590_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/075/SRR22392875/SRR22392875.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/075/SRR22392875	I_D11_S239	
PRJNA904727	SAMN31851618	SRX18362995	SRR22392961	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753863	SINGLE	19078073	NextSeq 2000 sequencing: GSM6753863: IV_G8_S176 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753863_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/061/SRR22392961/SRR22392961.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/061/SRR22392961	IV_G8_S176	
PRJNA904727	SAMN31851901	SRX18362905	SRR22392877	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753580	SINGLE	9323103	NextSeq 2000 sequencing: GSM6753580: I_A10_S202 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753580_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/077/SRR22392877/SRR22392877.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/077/SRR22392877	I_A10_S202	
PRJNA904727	SAMN31851677	SRX18362992	SRR22392964	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753804	SINGLE	13467393	NextSeq 2000 sequencing: GSM6753804: II_C3_S315 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753804_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/064/SRR22392964/SRR22392964.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/064/SRR22392964	II_C3_S315	
PRJNA904727	SAMN31851902	SRX18362904	SRR22392878	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753579	SINGLE	8187691	NextSeq 2000 sequencing: GSM6753579: IV_H12_S192 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753579_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/078/SRR22392878/SRR22392878.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/078/SRR22392878	IV_H12_S192	
PRJNA904727	SAMN31851681	SRX18362988	SRR22392968	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753800	SINGLE	19941928	NextSeq 2000 sequencing: GSM6753800: II_B2_S302 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753800_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/068/SRR22392968/SRR22392968.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/068/SRR22392968	II_B2_S302	
PRJNA904727	SAMN31851903	SRX18362903	SRR22392879	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753578	SINGLE	4875101	NextSeq 2000 sequencing: GSM6753578: IV_H11_S191 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753578_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/079/SRR22392879/SRR22392879.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/079/SRR22392879	IV_H11_S191	
PRJNA904727	SAMN31851682	SRX18362987	SRR22392969	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753799	SINGLE	10532800	NextSeq 2000 sequencing: GSM6753799: II_B1_S301 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753799_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/069/SRR22392969/SRR22392969.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/069/SRR22392969	II_B1_S301	
PRJNA904727	SAMN31851934	SRX18362896	SRR22392886	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753547	SINGLE	7523050	NextSeq 2000 sequencing: GSM6753547: III_F1_S61 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753547_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/086/SRR22392886/SRR22392886.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/086/SRR22392886	III_F1_S61	
PRJNA904727	SAMN31851720	SRX18362981	SRR22392975	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753761	SINGLE	20985850	NextSeq 2000 sequencing: GSM6753761: IV_E5_S149 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753761_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/075/SRR22392975/SRR22392975.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/075/SRR22392975	IV_E5_S149	
PRJNA904727	SAMN31851935	SRX18362895	SRR22392887	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753546	SINGLE	10550177	NextSeq 2000 sequencing: GSM6753546: III_E3_S51 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753546_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/087/SRR22392887/SRR22392887.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/087/SRR22392887	III_E3_S51	
PRJNA904727	SAMN31851721	SRX18362980	SRR22392976	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753760	SINGLE	15911532	NextSeq 2000 sequencing: GSM6753760: IV_E4_S148 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753760_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/076/SRR22392976/SRR22392976.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/076/SRR22392976	IV_E4_S148	
PRJNA904727	SAMN31851936	SRX18362894	SRR22392888	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753545	SINGLE	5894554	NextSeq 2000 sequencing: GSM6753545: III_E2_S50 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753545_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/088/SRR22392888/SRR22392888.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/088/SRR22392888	III_E2_S50	
PRJNA904727	SAMN31851722	SRX18362979	SRR22392977	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753759	SINGLE	11287326	NextSeq 2000 sequencing: GSM6753759: IV_D6_S138 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753759_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/077/SRR22392977/SRR22392977.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/077/SRR22392977	IV_D6_S138	
PRJNA904727	SAMN31851937	SRX18362893	SRR22392889	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753544	SINGLE	7491574	NextSeq 2000 sequencing: GSM6753544: III_E1_S49 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753544_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/089/SRR22392889/SRR22392889.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/089/SRR22392889	III_E1_S49	
PRJNA904727	SAMN31851724	SRX18362977	SRR22392979	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753757	SINGLE	26061907	NextSeq 2000 sequencing: GSM6753757: IV_D4_S136 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753757_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/079/SRR22392979/SRR22392979.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/079/SRR22392979	IV_D4_S136	
PRJNA904727	SAMN31851939	SRX18362891	SRR22392891	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753542	SINGLE	4348049	NextSeq 2000 sequencing: GSM6753542: III_D2_S38 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753542_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/091/SRR22392891/SRR22392891.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/091/SRR22392891	III_D2_S38	
PRJNA904727	SAMN31851749	SRX18362976	SRR22392980	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753732	SINGLE	11493501	NextSeq 2000 sequencing: GSM6753732: III_C9_S33 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753732_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/080/SRR22392980/SRR22392980.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/080/SRR22392980	III_C9_S33	
PRJNA904727	SAMN31851940	SRX18362890	SRR22392892	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753541	SINGLE	12293527	NextSeq 2000 sequencing: GSM6753541: III_D1_S37 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753541_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/092/SRR22392892/SRR22392892.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/092/SRR22392892	III_D1_S37	
PRJNA904727	SAMN31851751	SRX18362974	SRR22392982	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753730	SINGLE	10407070	NextSeq 2000 sequencing: GSM6753730: III_C7_S31 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753730_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/082/SRR22392982/SRR22392982.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/082/SRR22392982	III_C7_S31	
PRJNA904727	SAMN31851982	SRX18362880	SRR22392902	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753499	SINGLE	6353519	NextSeq 2000 sequencing: GSM6753499: I_F7_S259 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753499_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/002/SRR22392902/SRR22392902.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/002/SRR22392902	I_F7_S259	
PRJNA904727	SAMN31851984	SRX18362878	SRR22392904	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753497	SINGLE	6163575	NextSeq 2000 sequencing: GSM6753497: I_E8_S248 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753497_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/004/SRR22392904/SRR22392904.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/004/SRR22392904	I_E8_S248	
PRJNA904727	SAMN31851752	SRX18362973	SRR22392983	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753729	SINGLE	12688037	NextSeq 2000 sequencing: GSM6753729: III_B9_S21 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753729_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/083/SRR22392983/SRR22392983.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/083/SRR22392983	III_B9_S21	
PRJNA904727	SAMN31851988	SRX18362874	SRR22392908	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753493	SINGLE	5748123	NextSeq 2000 sequencing: GSM6753493: I_D7_S235 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753493_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/008/SRR22392908/SRR22392908.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/008/SRR22392908	I_D7_S235	
PRJNA904727	SAMN31851756	SRX18362969	SRR22392987	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753725	SINGLE	11638189	NextSeq 2000 sequencing: GSM6753725: III_A8_S8 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753725_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/087/SRR22392987/SRR22392987.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/087/SRR22392987	III_A8_S8	
PRJNA904727	SAMN31851646	SRX18362872	SRR22392910	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753835	SINGLE	13728442	NextSeq 2000 sequencing: GSM6753835: III_F10_S70 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753835_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/010/SRR22392910/SRR22392910.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/010/SRR22392910	III_F10_S70	
PRJNA904727	SAMN31851778	SRX18362963	SRR22392993	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753703	SINGLE	10943083	NextSeq 2000 sequencing: GSM6753703: II_B10_S310 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753703_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/093/SRR22392993/SRR22392993.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/093/SRR22392993	II_B10_S310	
PRJNA904727	SAMN31851647	SRX18362871	SRR22392911	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753834	SINGLE	8527877	NextSeq 2000 sequencing: GSM6753834: III_E12_S60 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753834_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/011/SRR22392911/SRR22392911.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/011/SRR22392911	III_E12_S60	
PRJNA904727	SAMN31851780	SRX18362961	SRR22392995	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753701	SINGLE	12515477	NextSeq 2000 sequencing: GSM6753701: II_A11_S299 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753701_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/095/SRR22392995/SRR22392995.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/095/SRR22392995	II_A11_S299	
PRJNA904727	SAMN31851650	SRX18362868	SRR22392914	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753831	SINGLE	8878567	NextSeq 2000 sequencing: GSM6753831: III_D12_S48 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753831_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/014/SRR22392914/SRR22392914.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/014/SRR22392914	III_D12_S48	
PRJNA904727	SAMN31851834	SRX18362955	SRR22393001	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753647	SINGLE	13651213	NextSeq 2000 sequencing: GSM6753647: III_G5_S77 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753647_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/001/SRR22393001/SRR22393001.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/001/SRR22393001	III_G5_S77	
PRJNA904727	SAMN31851651	SRX18362867	SRR22392915	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753830	SINGLE	10197166	NextSeq 2000 sequencing: GSM6753830: III_D11_S47 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753830_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/015/SRR22392915/SRR22392915.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/015/SRR22392915	III_D11_S47	
PRJNA904727	SAMN31851845	SRX18362952	SRR22393004	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753636	SINGLE	6381341	NextSeq 2000 sequencing: GSM6753636: III_C6_S30 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753636_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/004/SRR22393004/SRR22393004.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/004/SRR22393004	III_C6_S30	
PRJNA904727	SAMN31851652	SRX18362866	SRR22392916	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753829	SINGLE	10507192	NextSeq 2000 sequencing: GSM6753829: III_D10_S46 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753829_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/016/SRR22392916/SRR22392916.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/016/SRR22392916	III_D10_S46	
PRJNA904727	SAMN31851852	SRX18362945	SRR22393011	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753629	SINGLE	12329902	NextSeq 2000 sequencing: GSM6753629: III_A5_S5 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753629_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/011/SRR22393011/SRR22393011.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/011/SRR22393011	III_A5_S5	
